filename	hdu	keyword	value
c4d_150217_050641_ori.fits.fz	0	OBJECT	Blind15A_15
c4d_150217_050837_ori.fits.fz	0	OBJECT	Blind15A_16
c4d_150217_051034_ori.fits.fz	0	OBJECT	Blind15A_17
c4d_150217_051225_ori.fits.fz	0	OBJECT	Blind15A_18
c4d_150217_051420_ori.fits.fz	0	OBJECT	Blind15A_19
c4d_150217_051627_ori.fits.fz	0	OBJECT	Blind15A_20
c4d_150217_051814_ori.fits.fz	0	OBJECT	Blind15A_21
c4d_150217_052011_ori.fits.fz	0	OBJECT	Blind15A_22
c4d_150217_052211_ori.fits.fz	0	OBJECT	Blind15A_23
c4d_150217_052408_ori.fits.fz	0	OBJECT	Blind15A_24
c4d_150217_052611_ori.fits.fz	0	OBJECT	Blind15A_25
c4d_150217_052807_ori.fits.fz	0	OBJECT	Blind15A_26
c4d_150217_053001_ori.fits.fz	0	OBJECT	Blind15A_27
c4d_150217_053156_ori.fits.fz	0	OBJECT	Blind15A_28
c4d_150217_053351_ori.fits.fz	0	OBJECT	Blind15A_29
c4d_150217_053552_ori.fits.fz	0	OBJECT	Blind15A_30
c4d_150217_053749_ori.fits.fz	0	OBJECT	Blind15A_31
c4d_150217_053948_ori.fits.fz	0	OBJECT	Blind15A_32
c4d_150217_054149_ori.fits.fz	0	OBJECT	Blind15A_33
c4d_150217_054350_ori.fits.fz	0	OBJECT	Blind15A_34
c4d_150217_054552_ori.fits.fz	0	OBJECT	Blind15A_35
c4d_150217_054746_ori.fits.fz	0	OBJECT	Blind15A_36
c4d_150217_054948_ori.fits.fz	0	OBJECT	Blind15A_37
c4d_150217_055136_ori.fits.fz	0	OBJECT	Blind15A_38
c4d_150217_055333_ori.fits.fz	0	OBJECT	Blind15A_39
c4d_150217_055528_ori.fits.fz	0	OBJECT	Blind15A_40
c4d_150217_055730_ori.fits.fz	0	OBJECT	Blind15A_41
c4d_150217_055923_ori.fits.fz	0	OBJECT	Blind15A_42
c4d_150217_060120_ori.fits.fz	0	OBJECT	Blind15A_43
c4d_150217_060321_ori.fits.fz	0	OBJECT	Blind15A_44
c4d_150217_060519_ori.fits.fz	0	OBJECT	Blind15A_45
c4d_150217_060717_ori.fits.fz	0	OBJECT	Blind15A_46
c4d_150217_060911_ori.fits.fz	0	OBJECT	Blind15A_47
c4d_150217_061110_ori.fits.fz	0	OBJECT	Blind15A_48
c4d_150217_061308_ori.fits.fz	0	OBJECT	Blind15A_49
c4d_150217_061512_ori.fits.fz	0	OBJECT	Blind15A_50
c4d_150217_061757_ori.fits.fz	0	OBJECT	Blind15A_01
c4d_150217_061949_ori.fits.fz	0	OBJECT	Blind15A_02
c4d_150217_062155_ori.fits.fz	0	OBJECT	Blind15A_03
c4d_150217_062350_ori.fits.fz	0	OBJECT	Blind15A_04
c4d_150217_062552_ori.fits.fz	0	OBJECT	Blind15A_05
c4d_150217_062746_ori.fits.fz	0	OBJECT	Blind15A_06
c4d_150217_062946_ori.fits.fz	0	OBJECT	Blind15A_07
c4d_150217_063142_ori.fits.fz	0	OBJECT	Blind15A_08
c4d_150217_063331_ori.fits.fz	0	OBJECT	Blind15A_09
c4d_150217_063531_ori.fits.fz	0	OBJECT	Blind15A_10
c4d_150217_063733_ori.fits.fz	0	OBJECT	Blind15A_11
c4d_150217_063928_ori.fits.fz	0	OBJECT	Blind15A_12
c4d_150217_064133_ori.fits.fz	0	OBJECT	Blind15A_13
c4d_150217_064328_ori.fits.fz	0	OBJECT	Blind15A_14
c4d_150217_064530_ori.fits.fz	0	OBJECT	Blind15A_15
c4d_150217_064728_ori.fits.fz	0	OBJECT	Blind15A_16
c4d_150217_064923_ori.fits.fz	0	OBJECT	Blind15A_17
c4d_150217_065121_ori.fits.fz	0	OBJECT	Blind15A_18
c4d_150217_065318_ori.fits.fz	0	OBJECT	Blind15A_19
c4d_150217_065521_ori.fits.fz	0	OBJECT	Blind15A_20
c4d_150217_065717_ori.fits.fz	0	OBJECT	Blind15A_21
c4d_150217_065911_ori.fits.fz	0	OBJECT	Blind15A_22
c4d_150217_070108_ori.fits.fz	0	OBJECT	Blind15A_23
c4d_150217_070303_ori.fits.fz	0	OBJECT	Blind15A_24
c4d_150217_070510_ori.fits.fz	0	OBJECT	Blind15A_25
c4d_150217_070657_ori.fits.fz	0	OBJECT	Blind15A_26
c4d_150217_070850_ori.fits.fz	0	OBJECT	Blind15A_27
c4d_150217_071045_ori.fits.fz	0	OBJECT	Blind15A_28
c4d_150217_071240_ori.fits.fz	0	OBJECT	Blind15A_29
c4d_150217_071441_ori.fits.fz	0	OBJECT	Blind15A_30
c4d_150217_071640_ori.fits.fz	0	OBJECT	Blind15A_31
c4d_150217_071839_ori.fits.fz	0	OBJECT	Blind15A_32
c4d_150217_072038_ori.fits.fz	0	OBJECT	Blind15A_33
